lo_id;lo_description;lo_code
1507;glavans delerium.;QUDGZP600S
1508;et Id e dolorum Tam;H7NXKDKLO7
1509;dolorum funem. vobis;17FVIGCVXT
1510;Id gravum quartu;IW4DIAPS5T
1511;quantare Versus;7WFW8TYI4Q
1512;Quad funem. transit.;9T5137QO5U
1513;Quad Et estum.;0PQS6VAWV2
1514;glavans sed in estum.;N0IGM8JWFP
1515;manifestum Id quad;GNB8G6H1HO
1516;vantis. non;9VP5FM387U
1517;manifestum;M65INKI58F
1518;essit. essit.;993HYE3EUK
1519;pars eudis;3QNQHSWT6H
1520;quad non quad;F052XJXICF
1521;estis quad esset apparens;1MG1YNO4TZ
1522;quad e ut eggredior.;N2FVX3Q8E8
1523;quantare Multum;CT3CVHKGB8
1524;essit. plurissimum;ZO09FT952N
1525;si volcans Id bono;0D2N2LUS31
1526;esset quo et essit.;B9NYMR7KDO
1527;manifestum non;33QUNNWY96
1528;rarendum Versus;FTP98EYMI4
1529;quo, nomen;4CRMG7IXIA
1530;ut brevens, linguens;T9YW7Y6V4R
1531;quad regit,;8TU8CISLQ5
1532;quo quartu Sed;LZD316PGBO
1533;quartu Multum Multum;7ZGAB70FM0
1534;Id in cognitio,;F4XS7UZ5WK
1535;linguens ut quo funem.;RNZI4XZ6NG
1536;eggredior. quad rarendum;GMUS17LLBI
1537;et rarendum vobis et in;NULL
1538;quorum quorum;VJ959ZUH6R
1539;manifestum;57SBT33FGC
1540;quantare et et Quad;ENAXFTSKB8
1541;in Quad et Pro manifestum;QSF8YO0C69
1542;quo plorum;9HMZQDHHV2
1543;transit. quo pladior;K5MVBJ1PMG
1544;pars bono glavans;LH0VK5FE45
1545;et venit. ut quad;5DTBF2E2TD
1546;apparens Longam, in;07AM3CGBGN
1547;novum egreddior;AV4YVTC2GY
1548;funem. quantare;KZ81Z4YBJM
1549;parte non quo non;4GTKY12XTP
1550;vobis non et fecit.;C3Y6G7LPRW
1551;imaginator;HNBD1DCC43
1552;vobis estis;PQO5AUA0I5
1553;linguens estum.;6M53SNQQUV
1554;linguens e;MZ59K0OLGK
1555;essit. volcans si quad;6D7IBWQEQD
1556;quo gravis;NGO7YKPME9
1557;NULL;04PZ19ABXO
1558;in fecit, e pladior;XGSVACTZF4
1559;quo Multum;8BPLD14VT6
1560;delerium. novum;VC3TBUG3FF
1561;quis sed rarendum esset;EJ7F39DSET
1562;linguens Et;PVDAGW962U
1563;non travissimantor;WLFSH0ZJBO
1564;si ut eggredior.;JX5DXYUI1R
1565;vantis. homo, pladior;ON7G0EJU8D
1566;Pro novum non quartu;BML0BSCTVI
1567;gravum plorum bono;UCF42ZBCJT
1568;Id Versus delerium.;QXSK10KZHF
1569;in venit. quo,;PLJRWM258W
1570;in glavans;6TV0VBKIWT
1571;estis et si;0WO8QQC8W1
1572;rarendum Pro;CMULB2OAEL
1573;imaginator;1RYP149FYJ
1574;parte novum;OKM3OWBTZ0
1575;imaginator;4H86A0HULF
1576;egreddior Pro;LUX91P8YH3
1577;gravum transit. estis;NY9Z7ERYLL
1578;in rarendum;FNHGVT9X3X
1579;delerium. plorum et;8ZR6EVLK0I
1580;funem. dolorum vantis.;LTAXBS32NU
1581;fecundio, in quo;7FARKUEPJZ
1582;Multum homo,;EPA71ZWC0L
1583;travissimantor;V1O6YIGT1A
1584;plorum homo, glavans;FRCVNBR5AZ
1585;pladior volcans et gravum;1FKM3Q46AT
1586;quartu volcans;BK93DWW8QY
1587;parte ut quis;ZAIV5CKLUA
1588;parte sed quoque;B08LBEQOU0
1589;ut e plorum;6GRMJXV928
1590;homo, eggredior.;RFA48LSLOY
1591;quad fecit, quad;E98VRLHI13
1592;quartu in eggredior.;D313ISNQL7
1593;gravis Id Sed;P8TA654W9B
1594;quantare vobis in dolorum;82IDO59RJ7
1595;novum plorum eudis;H17352ZYYD
1596;in vobis in;QJ01HECD5T
1597;estum. novum estum.;RVZK54HGTN
1598;delerium. brevens,;7RR3302WBC
1599;quad Pro Et;ICZDMOUF61
1600;vantis. sed;JAB4KXUGHJ
1601;Multum quoque;9C8ADBCB9I
1602;delerium. vobis;HCNLRISLEH
1603;dolorum plurissimum Pro;J7GRYF51UV
1604;imaginator Id;G2N4CBJ3US
1605;non parte non vobis quad;XSZHZ5COW5
1606;linguens glavans gravis;US1TLCW67N
1607;ut in plurissimum ut;SWKYM6G2BN
1608;essit. quo;DANSHFZP5Y
1609;quo, in homo,;V8U3IQ66OK
1610;travissimantor linguens;702W1J57TT
1611;quad sed quad;7FQ5SVH7II
1612;gravis quo;71B3JNQV5Y
1613;apparens et nomen;V3NQKDGJX5
1614;quo quad vantis.;Y1ECDXBOH2
1615;dolorum nomen e;FT1LYZIHXO
1616;NULL;4JNI1A3RYK
1617;volcans et plorum;G2AO69SKGH
1618;quo vobis gravis;WNTPZFG1G7
1619;quo novum novum Longam,;ZWVPVV1KP4
1620;pars regit, Versus;TCYA9T8PD7
1621;dolorum apparens non;5N0OCAOBW3
1622;linguens quad;E3DTHEWIWR
1623;NULL;GUHRO6MTRT
1624;Longam, regit,;IR7O6JQWE7
1625;quad novum;EYVXFCTSUA
1626;quo, Versus transit.;NULL
1627;quo brevens,;9756LLHO3C
1628;parte Id plurissimum;IKLMS7DSZC
1629;in gravis quo quartu;4FJWRRAZZZ
1630;Sed quad Et;TI0J0Y5EQ3
1631;brevens, habitatio;TGABSKMF2A
1632;novum pladior nomen;K2QNOUQE3D
1633;Et quorum gravum;XR3M97ENLM
1634;eggredior. quantare;4M3LFYQDJW
1635;Versus e dolorum;HXXSC9AOC0
1636;NULL;7IJ76AE0FP
1637;fecundio, travissimantor;0X3K2ESOPT
1638;Tam novum et egreddior;N95OGV5CXA
1639;novum eggredior.;IEK28RFZJG
1640;vobis quorum et novum;RXZPR6WWNB
1641;Id nomen quartu quad;IU91IUJV3S
1642;travissimantor;GFO00608Q9
1643;eudis apparens manifestum;3H8PQ3YG1M
1644;eudis novum fecundio,;PWPS69KGOD
1645;si vantis. estis linguens;CHK0R6PVFL
1646;quorum fecit,;ARRTT3FWMR
1647;eggredior. Versus;7PSA7ZQNAL
1648;gravis e vobis estum.;B5Q4QCSQ57
1649;ut delerium.;6LY1CGH0RQ
1650;cognitio, quoque;KAU7HYP4RB
1651;et essit. quad delerium.;FFM2OD34WM
1652;habitatio cognitio,;JI6B6NA69T
1653;et in gravis quantare;BKG9IUT00G
1654;e quo pars gravis;96JEAS4WNU
1655;in transit. plurissimum;ZQC06S2UK1
1656;quis fecundio,;B31MEU9AVL
1657;pladior quis quoque;690RRDI2D6
1658;quantare et;XLPXHO1X6V
1659;nomen linguens;5VFDNE9NCY
1660;glavans volcans;UK20E0PCHO
1661;imaginator;16FWGCK9XF
1662;vobis vobis;V44BEP4SPT
1663;delerium. nomen plorum;5R5UHA08UE
1664;et plorum manifestum;7U9XRXX330
1665;delerium. trepicandor;LPYV2M08OY
1666;bono nomen;Q0ORLVA8PL
1667;homo, Et linguens;7WA1GY6VMQ
1668;quad novum;S5GVL7E8MP
1669;nomen estum. non;3488ZB1TUB
1670;quis egreddior;RH2L0621TB
1671;bono quorum;F8JBQA2UHZ
1672;plurissimum;IT6S7YUTTV
1673;estum. cognitio,;0DYTZ676KW
1674;e glavans si;PO0POLRQ0U
1675;quorum Longam,;MY8E8Y36ZH
1676;Tam eudis Pro;G86CWAVMAE
1677;essit. pladior;43ISI9922V
1678;nomen fecit.;NULL
1679;funem. habitatio;7QZKLY92DX
1680;funem. pladior homo, non;68RIBPHVDJ
1681;glavans esset novum;DU4WFGTXWF
1682;Versus travissimantor non;B0FCBOWD80
1683;trepicandor;8WA0ZYJL7H
1684;non quad fecit,;TD5FOJT8G0
1685;brevens, linguens;JWR3ZDSY0A
1686;e novum et quad non;2L8MEGVDB7
1687;parte non regit, pladior;Q626V0DK0K
1688;Longam, in;SDD9VY6S9H
1689;egreddior habitatio;GAK724CC2O
1690;in quoque glavans Multum;D5K1SHSKFA
1691;Sed quis manifestum homo,;RSU85KW7JX
1692;plorum vantis.;GPRMNX97NI
1693;dolorum fecit.;IZ8OU6OZP1
1694;quartu nomen;OJRDTZRGU5
1695;trepicandor homo, quad;POV96UUB7N
1696;funem. et et non;5AV0GQQIJ8
1697;in quo, dolorum delerium.;G18UA49G6N
1698;fecit. Et si parte fecit,;6AJTK0U5DT
1699;fecundio, pars eggredior.;EEHHTI1PBM
1700;manifestum;27T1BJQ1RG
1701;brevens, fecit.;O3LGN5QOEU
1702;estum. ut et et;5MUCSAQEHC
1703;brevens, nomen;37BZIOBEC1
1704;Tam quad pars in;SPEWDVWZN8
1705;quo et et estis delerium.;9277ZQGADZ
1706;travissimantor Sed non et;VZD4NM1DZI
1707;trepicandor nomen;AT5YWXUIHO
1708;brevens, sed;UY8SBPKY1O
1709;si bono in quo,;ITEJ889Y98
1710;quorum transit. et;HSD20UIFVI
1711;quartu quad sed;95FVVBCS1G
1712;quis quoque delerium.;FABJCPM8JE
1713;transit. eudis non;3GGE8OPFLS
1714;rarendum travissimantor;XK83CDYLG6
1715;homo, regit, in estum.;ED2RHHTTNZ
1716;Longam, Sed;W1YFG2O2MV
1717;Tam gravis Quad;2CQA9D99XX
1718;ut si funem. et;T23BH78LS5
1719;cognitio, regit, volcans;RN75WWVXDK
1720;vantis. eggredior.;3AQ068GKD2
1721;estis volcans quis Sed;Q8WC4LGU03
1722;non linguens ut;PK234GCEZJ
1723;pladior quis;EYSLG1Z57S
1724;et bono linguens in;JWY8KRAGJJ
1725;plurissimum;YL5X2407Z2
1726;nomen quis;5TXJJ5FVVV
1727;quartu quartu quo;E165VVK3I0
1728;eudis egreddior rarendum;207GIYU50T
1729;Versus si apparens;NULL
1730;bono plorum;VR4B0841NN
1731;trepicandor;L63RX94MVJ
1732;cognitio, parte pladior;3RWC2NG0QU
1733;et essit. Pro;65F0KVBZHC
1734;esset gravis;MF0CQ1L1DX
1735;in eggredior.;8NDEO6HKNX
1736;vobis transit.;1ZYCWP8AW2
1737;non esset delerium.;P4HCQWFEPG
1738;e Tam esset habitatio non;IXRM575HXP
1739;quo nomen in apparens quo;0D0EE5WS31
1740;brevens, imaginator;XX8XCGK487
1741;NULL;FH0K9J14E4
1742;fecit, e Longam,;843BBIAIXD
1743;plorum et novum essit.;WZUD7VPWSG
1744;pars ut si Tam manifestum;VYJDTVCQYN
1745;fecit, vobis et quad;CO4U042UQA
1746;eudis gravis et et homo,;VK0QVB6FHB
1747;vobis pars;Z94RYPE56F
1748;parte quartu;FN59DULUYP
1749;pars non vobis quis quad;32ZC3Z1KI5
1750;non brevens,;7PVP96DFL3
1751;in novum delerium. e;Y5DKMYCUND
1752;quo, Multum Pro;051SLLF4MW
1753;NULL;AFGENLFHI3
1754;homo, non e;R4UYID27OI
1755;et Multum Longam,;SOPNGKR0HH
1756;Pro esset manifestum;6UY47BRF5V
1757;e nomen novum gravum;5EXYN311E7
1758;Longam, funem. eggredior.;IMRPZ4UPIM
1759;estum. e sed;BYZ0D5RG9C
1760;pladior non homo, vobis;HIAQHXOYF2
1761;quoque in non;XCCDIBMKFC
1762;et essit. plurissimum;S3YZMPWAXY
1763;ut novum quorum;L48E8MX1J6
1764;et esset transit. et e et;21MO0MFUPX
1765;plurissimum;SQ6SIAY255
1766;Versus Id rarendum quo;0R7442ZMDT
1767;non Quad quoque;H0XDYP9U38
1768;homo, homo,;1CI7G4N3H1
1769;Pro plorum quoque funem.;S0VGWIDU2J
1770;si manifestum nomen;A85V5B9SA2
1771;estum. nomen;1PVMWLVZAC
1772;regit, brevens,;C8WIHTRH86
1773;Versus fecundio,;B191LZBTOQ
1774;estis estis;RZ5L9LRZ28
1775;Versus regit, brevens,;SWXYMTG0TT
1776;quo quis funem.;LDTDU0WOGN
1777;e nomen novum novum non;9GWCWJ6P93
1778;Multum manifestum;X9C4MCHDOW
1779;gravis plorum;WERSWQR3ER
1780;apparens novum et et;1MH2AXWU4K
1781;glavans Tam;DGK0QDJ63Y
1782;novum plorum quad;0KIK4NFY5O
1783;eggredior.;77QMK2JHUS
1784;pladior imaginator regit,;51B7V0DJ7O
1785;quo quis rarendum;7LXKPT9E5E
1786;habitatio delerium.;X9CA3THML4
1787;fecit. trepicandor quo;CEG9WRFKMH
1788;et glavans in;FZ4PZCQ7FM
1789;quantare Id parte;241ULWJ2K2
1790;et Pro Multum bono esset;69I3FWHZLS
1791;quad homo, Sed;5TD6ET4WEO
1792;Multum et manifestum quo;3CC716I1KW
1793;gravis et vobis non non;RTV7WWTQG1
1794;nomen Id vobis vantis.;HY8HFIPXOO
1795;fecit. nomen Versus;R65Q8VAHJ8
1796;sed quo, Versus quartu;G2JA6X82N7
1797;e vobis gravum;MUEZJRZBM7
1798;novum in si quorum;S1P15OYGZI
1799;novum fecit, Longam,;SH6Y4CSPM0
1800;homo, eggredior.;FJAC8BIH8L
1801;plorum homo,;G9HL4RJ378
1802;apparens travissimantor;E2WTLNNJXL
1803;fecit, cognitio,;0M5QTGNXIA
1804;linguens in eudis;C0WGI715IT
1805;apparens quartu Tam estis;L58FFQVTPO
1806;quad egreddior;H8VGDY3GAP
1807;estum. plurissimum et;SPWW45GHR3
1808;regit, nomen;H00HD1W1PK
1809;non nomen Longam, quad;HJNL1T321J
1810;e quantare;1CIJIMQC7W
1811;non rarendum;BRUGVK1K80
1812;gravum si Quad;U8C9J3NEO1
1813;quo e quartu linguens;NZNZTIABCD
1814;novum non Pro;P7WQLXI0HA
1815;brevens, in;1HA683NPS7
1816;quartu esset;O3USWQJAWO
1817;estis fecit,;TJ5DSHPWOJ
1818;quo plurissimum si;VX5ON97ONL
1819;Tam esset linguens;ZISVT0RH7D
1820;habitatio nomen glavans;GOR1VA5ZWJ
1821;sed ut plorum et;C8XM839280
1822;venit. fecit. fecit,;0JMKXNP46C
1823;in parte gravis;QHHXMEXIOO
1824;plorum vobis nomen;NULL
1825;regit, imaginator;T6JY6SO845
1826;e Versus estis quo non;FN7EACHASC
1827;e quartu et;EHF4AHV5PC
1828;Et sed quartu;QQG0ZHWFY7
1829;quantare Multum;N1UP73K0DW
1830;e in rarendum vobis e;ZR2I2I7DYF
1831;nomen cognitio,;3XHX9D0DCE
1832;plorum dolorum nomen;LUEAK9RLPY
1833;egreddior nomen;TQOYGEE7K8
1834;quad Sed essit.;VXW89T6Z0J
1835;Et nomen si venit. essit.;D674RXXLDQ
1836;transit. vantis. si;O3R8BWMY5U
1837;brevens, novum quad;8YGDCZYEPY
1838;regit, quo linguens;BCIRCMG9ZV
1839;plorum nomen;39SG0I9D1E
1840;quad quartu novum Sed et;0X8OELYMY1
1841;Id gravis Multum;RSEQJKZIVU
1842;et cognitio,;MV6KVYG4BW
1843;et non sed;NCKIN8VBCX
1844;regit, et plorum quad;9I01AYPEJJ
1845;quad vobis;JBDHUPZ6TP
1846;cognitio, non plurissimum;95251WQMJH
1847;quo non quantare;1MOKTOIFXD
1848;quoque esset;US956E6C63
1849;Sed vobis volcans glavans;B8VZ4XSNXZ
1850;quis plurissimum;Y9QT9VANES
1851;novum trepicandor e;AB9VVQCF6B
1852;cognitio, egreddior;6AFOUJLN9G
1853;vobis eudis in;IU0EC4B1IP
1854;venit. si non in;RXJP911BHS
1855;quis et fecit, esset;H3GDL0R2RJ
1856;esset nomen;BSFVGD835S
1857;vobis egreddior;4IH45AJLYY
1858;et plorum quorum non Tam;ICXYZJBAGX
1859;non habitatio;OMR9DKO2DN
1860;rarendum pars;PYXVGUGI6L
1861;pars quo linguens;5A3YIEOSUB
1862;plorum pladior;LUVDVWYWVK
1863;vantis. linguens;9MY133GUXR
1864;gravis quad;IHG6E29DLT
1865;bono gravis;WC202ZJJ9Q
1866;fecit. Quad homo,;M0G0GALC0E
1867;travissimantor estis;OBEXOIWMHZ
1868;non sed estis essit. pars;DQLY31HADI
1869;et bono venit.;YUFQELZS8S
1870;plorum brevens,;TORM5A1NM9
1871;in habitatio e;XNPEI7KVP1
1872;eggredior.;HDJHY3ANOQ
1873;volcans habitatio;VWX7HV68PV
1874;egreddior quartu apparens;CWS0Z3R7D3
1875;quad parte travissimantor;A6D2NCXDYK
1876;plorum quo;1RTHAQOOGB
1877;nomen dolorum;K1MOX36WHC
1878;quo Pro eudis esset;FMRTE8UBCX
1879;e si Et Versus non;GV07IS1IOM
1880;vantis. estis;MLCFYET623
1881;homo, eggredior. non;8C6PHBGU5Y
1882;regit, et ut;7LROPLEUYN
1883;fecit, estis;9Z5HY9FH6U
1884;Quad Tam fecit, et si;XMO0TBQ2UG
1885;estis Multum;WDROAO8S85
1886;brevens, vantis.;127J0C7EOS
1887;apparens linguens quo,;YN4ZOR24WT
1888;et linguens quo;33RPAYQ8EM
1889;esset Versus;1LLT9ADUFS
1890;manifestum;0F3JAZGP39
1891;Multum et novum dolorum;AZ3RA29NFD
1892;linguens quoque ut si;TMJEVIRQ1D
1893;quoque delerium.;O3CMQNQRPI
1894;Id Sed pladior;ZAMQI0BLRC
1895;novum egreddior;QMH0W4YXD7
1896;esset linguens;CA0FOBLWNO
1897;vantis. quartu;YM8S5ZRFGL
1898;si eggredior.;NCP5PRMSR5
1899;quartu esset;AXBP2C00UO
1900;Sed et fecundio,;ZNUS4ZY5XR
1901;manifestum;RNOPILTAVW
1902;nomen plurissimum quo;ACAHFXFFFQ
1903;quo, venit.;AD2AXNMTL7
1904;esset Tam linguens homo,;76N1CTE6KT
1905;fecundio, delerium. et;DDIHNK1QIB
1906;novum et esset funem.;UCBN8N6O1B
1907;et quoque venit.;E43TEKL096
1908;et brevens, apparens;V0OSG02SUP
1909;linguens fecundio, novum;VCAQOLRZVS
1910;gravum novum eggredior.;YZDDT5G5H1
1911;non Quad nomen;RHAZF76L8G
1912;non Et funem. plorum;S9RIOW09AA
1913;manifestum;Q1PE26WBP7
1914;e Versus plorum egreddior;PLTFP5JS9J
1915;fecundio, pladior;864MAHK48R
1916;vobis fecit. brevens,;GQ89150PXR
1917;NULL;9J6O86VPH1
1918;linguens bono funem.;3TJAGVERKY
1919;nomen bono;V436G4ESKM
1920;plorum plorum quorum;PWLFM9D9IA
1921;homo, Quad;PNFPQO4A56
1922;estum. brevens,;HN1L2QRBPG
1923;si quartu essit.;63MP095DBG
1924;non vobis e non;1FGRQDPN9G
1925;volcans esset;5EXE07NI7L
1926;bono si imaginator gravis;KGB21OV5SV
1927;essit. et estum.;0LL5BZDL16
1928;quad regit, parte;FX8SL8YPS8
1929;brevens, si;PVZFNB0S4O
1930;quad venit.;2EBSVWO4LJ
1931;vantis. quoque novum;W0DU92M622
1932;Versus gravum;3WQ5VC1L91
1933;e dolorum vobis;LVUHSD21NN
1934;vobis quis;JZY1T2Y5YL
1935;plurissimum volcans;7AE2P0C20A
1936;Quad dolorum quis;WFI0SA931E
1937;volcans funem. venit.;QDR7TJZN33
1938;Tam et glavans quo funem.;SOJ2QN1OLN
1939;linguens cognitio,;E2IJSAOVUK
1940;vobis fecit.;ZJ0BI6T3D6
1941;esset quad e;IMTGPJM1CT
1942;quad eudis;OYOOAQOZ88
1943;Tam fecit. egreddior;FO02F4UVHA
1944;trepicandor quo, quad;EKVPCL48S7
1945;vantis. pars;FU2MUW3EDY
1946;esset Versus;O75FN4I6HB
1947;in quis et Sed pladior;SK4SKD3UZG
1948;non nomen trepicandor;W85ZS9YS3W
1949;regit, ut transit.;MWOKWYZQLQ
1950;quad venit. vobis quoque;62HI1CPAJY
1951;delerium. Id;2AW9NB88O8
1952;manifestum vantis. quorum;UY740G5U9U
1953;pladior et Sed;P23IA8L3SD
1954;apparens vobis;AUENNAOHC2
1955;quad plorum;S7JAXC84OO
1956;quis quorum parte;6LU6410NLF
1957;vantis. brevens, quad;UODQCTU6SH
1958;si linguens;Q9VZZA9UNO
1959;vobis vantis. in e;TNTTG6MGPG
1960;rarendum in quantare;SDVW7ZEAHW
1961;et trepicandor;CUKA51PDQR
1962;eggredior.;KVPWJCOKBS
1963;vobis habitatio si;6GI3239FD7
1964;apparens gravis gravis;TAY860KRBQ
1965;funem. plorum rarendum;HS07AG1LXK
1966;transit. non quo,;0O3S2YL4AE
1967;Versus pars linguens;61FYA6OZKG
1968;glavans et;FYP3VTTESA
1969;trepicandor glavans;MAA4DYL57F
1970;Quad funem. plorum;EMYRB5UWX0
1971;fecit. estis et;D852Y3SAWL
1972;pars Et homo, funem. Et;CE4O5SQDF9
1973;cognitio, linguens Multum;1K253HOJVC
1974;et fecit. vobis;WX1ZBZICWI
1975;Longam, cognitio,;K9JNMZ16KK
1976;quo brevens, eudis;57KZTZAMDQ
1977;novum estis;KH6N6HQU2C
1978;gravum Longam, volcans;NULL
1979;si quo eggredior.;9ZSLGUOHPR
1980;transit. quo quo gravis;GRTFB6J2A5
1981;fecundio, esset quo;3P1GZTKFPI
1982;eudis estis;GYK68JFXW1
1983;novum vobis fecit, Versus;B1FUQ6KB02
1984;fecit. Id Id novum;8W3JZVUX91
1985;et travissimantor;DAVU4YZMC8
1986;Tam linguens si;ED0152DVEH
1987;esset cognitio,;WQO3OJK2ZR
1988;plorum e apparens;LO4YW1LBEQ
1989;quoque egreddior vantis.;8IPIYQSJEN
1990;homo, quad;CE5609F299
1991;travissimantor gravis;QSCW66B922
1992;ut quis vobis;LI5E6LTAGD
1993;trepicandor;DBQTP1CWCG
1994;gravis fecit.;ZRX61JM75L
1995;Longam, quartu funem.;2SN0M3T8YT
1996;plurissimum non si;QF06CGAW6Q
1997;vobis fecundio,;KIEHZKAO87
1998;quis sed quorum non estis;69Y6OE823H
1999;gravum linguens et;41I6U75W8E
2000;egreddior novum;884M549YAK
